ID,Text,Label
@al-aminenterprise6654,আলহামদুলিল্লাহ খুশি খবর,1
@siamhossain5069,র  মোসাদ ফেইল<br>ছাত্রশিবির জিন্দাবাদ,1
@akaidhossainratul5161,আপনাকে স্বাগতম 🫶,1
@RasnaraSiyam,গোটা গ্রাম অঞ্চলের বেরিয়ে আসুক ছাত্রশিবির ❤,1
@pureschoolofdriveing3912,যিনি উপস্থাপক তার একটু ভাবা উচিত তিনি যাকে হাসিনা বলছেন তিনি হলেন বঙ্গবন্ধু শেখ মুজিবুর রহমানের কন্যা ও বাংলাদেশের চারবারের প্রধানমন্ত্রী বাংলাদেশ আপমার জনগণের জননেত্রী ওদেশ রত্ন উনার নামটি নেওয়ার আগে শেখ হাসিনা বলা উচিত বলে মনে করি উচিত তাই এটিএন বাংলার পরিচালক বৃন্দ দেরকে এ ব্যাপারে দৃষ্টি আকর্ষণ করছি,2
@PORDHANYTV,বাংলাদেশ ইসলামী ছাত্রশিবির এগিয়ে যাক দুর্বার গতিতে।,1
@MamunAbdullah-c5t,হকিস্টিক স্টাম্প থাকবেনা তবে ভিন্ন দলের নেতাকর্মীদের হাত পায়ের রগ কাটা হবে।,0
@aslamhossain856,ভাইয়ের জন্য শুভকামনা।।। <br>❤❤❤❤,1
@mdsakibahmed7958,শিবিরের প্রকাশে মূলত ইসলাম বিদ্বেষীদের-ই জ্বলতেছে।,1
@umayer7214,ব্যাকগ্রাউন্ডের মিউজিক এতো বেশি যে মূল সংবাদ শোনা দায়!,2
@rm_rony_vlogs,Mashallah,1
@ismailmahmud3766,Alhamdulillah,1
@khurshedalam38,যেকোন ভালো কাজে পিছনের জামায়াত শিবিরের ব্যাকআপ থাকবে,1
@Almuslimtv126,মাশাআল্লাহ,1
@abulkashem696,আরও বহু ছাত্রশিবিরের কর্মী পাওয়া যাবে যারা সমন্বয়ক ছিল।,1
@mdrashed683,ছাত্র শিবির একটি আদর্শ সংগঠন,1
@taniaisrat4165,আলহামদুলিল্লাহ,1
@AbdurRazzak-sn8cc,সেরা❤,1
@lalavailalavai,Alhamdulillah ❤,1
@MdAnower-q1z,ছাত্র শিবির জিন্দাবাদ বাংলাদেশ জামায়াতে ইসলামী জিন্দাবাদ আল্লাহ কবুল করুন ইসলামের জন্য।,1
@RoniIslam-fl9ri,এটাএয়াজীদের চরিএ,2
@MdRiyad-hn7yy,বাংলাদেশের জামাত ইসলামী ছাত্রশিবির ❤ আমি খুব কাছ থেকে দেখেছি অনেক ভালো একটা সংগঠন,1
@Moyazeducation,কুমিল্লা  জেলার প্রতিটি ইউনিয়ন ভূমি অফিসে ১১০০ টাকার নামজারী করতে ৭ থেকে ১০ হাজার  টাকা নেওয়া  হয় এই বিষয়ে ব্যবস্থা নেওয়া হোক।,2
@mdakberalisheikh6131,এই মুহূর্তে সরকার ডাক্তার ইউনুস কে দরকার ❤,1
@Md.MahmudulHasan-r1d,ভালো একটি দলের নাম ছাত্র শিবির।,1
@shahidmamun6114,❤ good  luck Sadik vi .ALLAH bless you  ❤,1
@victorytv3842,আমরাওতো ছিলাম আন্দোলনে সমন্বয়কে নাম নাই।,0
@mdfahimmolla5821,❤❤❤ইসলামী ছাত্র শিবির ❤❤,1
@MdMannan-jd1ek,Alhamdulillah Alhamdulillah Alhamdulillah,1
@mdsumonraza-oy4xm,জামাত শিবিরের এত কিছুর পরও কোনো আত্বঅহংকার নেই। নেই ক্ষমতার লোভ নেই চাঁদাবাজি নেই দখলদারিত্বের বিস্তার। <br><br>আই ❤ ইউ জামাত শিবির।,1
@victorytv3842,এটাই মুনাফিক,0
@airvoice.bangladesh,মাশাল্লাহ ❤,1
@assrafulislam6376,লা-ইলাহা ইল্লাল্লাহু মুহাম্মাদুর রাসুলুল্লাহ (সাঃ)❤❤❤,1
@sobus555islam4,জামায়াত শিবির <br>একটা শান্তিপূর্ণ রাজনৈতিক দল ❤,1
@ratanmia4749,বাংলাদেশ ইসলামী ছাএশিবির জিন্দাবাদ,1
@onlinecoachingbangladesh3505,মাশাআল্লাহ,1
@mdnahidahmed6632,বাংলাদেশ জামায়াতে ইসলামী ও ইসলামি ছাত্র শিবির জিন্দাবাদ ❤,1
@MijanurRahman-h2v,আললাহু আকবার,1
@mdparvejahmed7050,"সাদিক কায়েম ভাই অনেক অনেক দোয়া রইল আপনার জন্য,আপনার হাত ধরে ঢাকা বিশ্ববিদ্যালয় যেন জামায়াতে ইসলামীর কর্মীতে রুপান্তরিত হয় ইনশাআল্লাহ বাংলাদেশ জামায়াতে ইসলামী জিন্দাবাদ",1
@MalihaMoni-n7u,ও আল্লাহ আপনি ওয়াবি জামাত কে ধ্বংস করুন,0
@ahyoutube4444,জামাত শিবির জিন্দাবাদ,1
@MdArifDalim,"বাংলাদেশ জামায়াতে ইসলামী জিন্দাবাদ, বাংলাদেশ ছাত্র শিবির জিন্দাবাদ",1
@jihadislam-ex4pg,আলহামদুলিল্লাহ  ভালোবাসা অবিরাম। কথা আর কাজে মিল  রাকবে ছাত্র শিবির এটাই প্রত্তাসা রাখি।,1
@aminurrahmanbaizid,তুমি কে আমি কে  শিবির শিবির ❤,1
@SuntanaRajia-f4e,বাংলাদেশ জামায়াতে ইসলামী জিন্দাবাদ,1
@mdalomgirhossain614,Alhamdulillah,1
@jahagiralom8370,আলহামদুলিল্লাহ,1
@MdHussain-zf5ks,I love 💕 Shibir,1
@Mdsabujmia-nz2kj,শিবিরের কি সভাপতি হয় নাকি নিউজ করলে ভালো করে করুন,2
@mdhasanali2828,সাধারণ ছাত্র দের নাম দিয়ে সাথে নিয়ে কি খেল না দেখালো।,0
@mdashiqurrahmanarpa7025,"এরই নাম শিবির,❤❤❤❤",1
@jahagiralom8370,আমিরে জামায়াত জিন্দাবাদ <br>ছাত্রশিবির জিন্দাবাদ,1
@MdHussain-zf5ks,Masaallah,1
@Mssfootball,ধন্যবাদ,1
@khattab2096,আন্দোলনে ছাত্র  শিবির ছিলেন বলেই আজ এই আন্দোলন সফল হয়েছে,1
@anayatosama,আমি একজন সমার্থক । আলহামদুলিল্লাহ্ 🌺💘,1
@TorikulIslamm-es9tl,জামাত জামাত জামাত,1
@rosulamin4996,ছাত্রশিবিরের জন্মই হল সকল অন্যায় অবিচার জুলুম নির্যাতন  এবং সর্বোপরি প্যাসিজমের বিরুদ্ধে ।,1
@warrior...c....w...,তোমাদের সাথে ভোটের মাঠে দেখা হবে<br>নেট দুনিয়া এবং বাস্তব দুনিয়া আলাদা,0
@mdferojahmed6284,শিবির মানেই অপ্রতিরোধ্য বিপ্লব 💪🇧🇩☝️🕋✌️💝,1
@jihadulislam6880,Hawarpola desh er kaj thik na koira kanna kre lol,0
@m.aquddusm.aquddus6046,সুযোগ পেয়ে কাজে লাগিয়ে সুশন সাশন লুটপাট দুর্নীতি মুক্ত সমাজ কাইম করার জন্য সকল শিক্ষা প্রতিষ্ঠান বিভাগে যোগ্য সুশিক্ষিত দেশপ্রেমিক আদর্শ বান সৎসাহসী মেধাবী লোক নিয়োগ দেওয়া হউক এতে মংগল হবে শান্তি ফিরে আসবে অশান্তি দুর হবে ইনশাআল্লাহ লক্ষ উদ্দেশ্য সফল হবে নইলে ভবিষ্যতে আবার কুসাশন সুশন আধিপত্য দখলদারিত্ব লুটপাট ইত্যাদি অপরাধ কাইম হওয়ার আশংকা বিরাজমান সাবধান ছাত্র জনতা ঐক্য বদ্ধ হয়ে কাজ করিলে লক্ষ উদ্দেশ্য সফল হবে আমিন।,2
@mdhadisurrahman1757,ভালোবাসা অবিরাম ❤❤,1
@rajshahi2003,"এটা আরেক ভন্ডামি। প্রথমে ছাত্র জনতার আন্দোলন থেকে জনতা বাদ দিয়ে বৈষম্য বিরোধী ছাত্র সমাজের নামে দুষ্কৃতিকারীদের দখল কায়েম, এরপর মাস্টার মাইন্ড নামে আজব জিনিসপত্র জাতির ঘাড়ে চাপিয়ে দেয়া, এরপর পাবলিক বিশ্ববিদ্যালয় থেকে রাজনীতি নিষিদ্ধের নামে একক আধিপত্য কায়েমের চক্রান্ত, এরপর এখন শিবির সভাপতি। এসব করে ফায়দা কি! কোনো লাভ হবে না। জনগণের ক্ষমতা জনগণকে ফিরিয়ে দিতেই হবে।",0
@worldtravel7918,শিবিরের প্রোয়জন আছে বাংলার বুকে।,1
@zulfikarali9301,Alhamdulillah ❤,1
@OnnayerPotibath,খুবই শান্তি পেলাম খবরটা শুনে হে আল্লাহ তুমি জামাতে ইসলামকে এবার রাষ্টীয়  ক্ষমতা দান করো,1
@abdullahshahid6183,"কোন ভাল কিছু ঘটলে “সেখানে আমরাই ছিলাম, আমরা সব করেছি’“  এ মানসকিতা জামাত--শিবিরের অতি পুরাতন নীতি। তারা এত কিছুর পরেও এটা ছাড়তে পারল না",0
@HamidurRahman-p4e,❤❤❤ জামায়াত ইসলামি ও ছাত্র শিবির এর উপর ভালোবাসা রইলো।,1
@kamurlhasan9115,মাশাল্লাহ,1
@sariftanvir,Mashallahhhh... ❤❤❤❤,1
@mdsohag5079,শিবিরের প্রতি অভিনন্দন,1
@KhadimulIslam-sq7qp,আলহামদুলিল্লাহ মাশাআল্লাহ,1
@rajaMondol-oe3hx,আলহামদুলিল্লাহ,1
@AyashaSiddika-e3z,শিবির একটি আদর্শ সংগঠন,1
@MD.ERSHADALI-s8h,মাশাল্লাহ,1
@samiulislam9324,ভালোবাসার সংগঠন,1
@AyashaSiddika-e3z,শিবির জিন্দাবাদ,1
@-ku4pd,Mohan allah amader desh porichalona korar jonno shibir er moto ak sundor songothok ke dek,1
@AmirAli-my1cj,সেরা মানুষ,1
@JahangirAlam-pe3gc,"ছাত্রশিবিরের পরোক্ষ মাস্টারমাইন্ড ছাড়া এতোবড় ছাত্রআন্দোলন কখনও সম্ভব ছিল না,  সেই আকাঙ্খাই সত্যি হলো , শিবির নেতার প্রতি রইলো শুভকামনা",1
@mdmahfuz3394,ইসলামী ছাত্রশিবির অনেক ভালো একটা দল❤❤❤,1
@vlogbd926,আলহামদুলিল্লাহ,1
@abulhasanat4968,"আলহামদুলিল্লাহ আল্লাহর ওপর  ভরসা করে  এগিয়ে যেতে হবে,",1
@islamiinsurance9141,অবশেষে  ব্যার্থ  শিবিরের  কাছে  হাসিনা  লীগ  ও তার  লম্পট  চরিত্র  হীন  গোয়েন্দা  লীগের অবৈধ  জারজরা।,1
@MdRubel-oo1wu,আলহামদুলিল্লাহ,1
@mehedihasanmitu1862,বাংলাদেশের আবু ওবায়দা❤️❤️❤️🥰🥰🥰,1
@ParisBaguette9,Tanks ar tv,1
@sakibhossain3761,আলহামদুলিল্লাহ,1
@HappyGlacier-in7ox,ছাত্র শিবির জিন্দাবাদ,1
@MDAshikhossenBn,Alhamdulillah,1
@ParisBaguette9,Alhamdulillah 😊,1
@mstsathi8381,শিক্ষা প্রতিষ্ঠানে কোন রাজনীতির দরকার নেই,0
@suzan-ue1hy,আল্লাহর দ্বীনকে আল্লাহ বিজয় করবে। এটাই প্রমান।,1
@worldtodayhowitis5083,জঙ্গী মাল,0
@mkmainmilon6205,বাংলাদেশ ইসলামি ছাত্রশিবির জিন্দাবাদ,1
@mdmizanurrahman1241,ব্যাকগ্রাউন্ড এ অতি বিরক্তকর শব্দ😡 দয়া করে এটা বন্ধ করুন😡😡😡😡,2
@soayebmansur4475,মহান রব প্রিয় ভাইকে দীর্ঘ সুস্থ নেক হায়াত দান করুন,1
@azimuddin5544,"মাশা আল্লাহ, জামাত ইসলামি জিন্দাবাদ",1
@anowarhossain-mc6ed,শিবির একটি আদর্শবাদী সংগঠন। ফ্যাসিবাদ বিরোধী আন্দোলনে  অত্যন্ত বলিষ্ঠ ভূমিকা পালন করেছে শিবির। ফ্যাসিবাদের আতঙ্ক ছিল শিবির। এজন্য আন্দোলনের সময় শিবিরকে নিষিদ্ধ করা হয়েছে।,1
@HalimVip,Bangladesh jamati islam Zindabad,1
@MohammadNazrul-i4i,আলহামদুলিল্লাহ ছাএশিবির ছিলো বলে এতো বড় আন্দোলন সফল হয়ছে,1
@MohammedJahir-u8i,Right,1
@jahanaraakthar251,এবার ঠেলা সামলাও ছাত্র-জনতা..!!  সবার আগে তোমরাই মারা খাবা..!! 😂😂,0
@anowarhossain-mc6ed,শিবিরের সাদিক ভাইকে অভিনন্দন। ফ্যাসিবাদের আতঙ্ক ছিল শিবির।,1
@mostafizurrahman6833,অভিনন্দন শিবির কে ❤❤❤,1
@alizinnah1359,আলহামদুলিল্লাহ,1
@RobiulAlom-mt6im,আলহামদুলিল্লাহ,1
@jibonahmed8755,বাংলাদেশের সেরা ছাত্র সংগঠন শিবির,1
@nicetecnology2002,ছাত্র শিবির সত্যই অসাধারণ একটি ছাত্র সংগঠন ।,1
@mdtituahmed8635,"&quot;আল্লাহর অশেষ রহমত আপনার জীবনে বর্ষিত হোক। আপনার সকল নেক কাজ সফল হোক এবং প্রতিটি পদক্ষেপে শান্তি ও সমৃদ্ধি লাভ করুন। আল্লাহ আপনাকে নেক হায়াত, ঈমানের দৃঢ়তা ও সৎ পথে চলার তৌফিক দিন। আমীন।&quot;",1
@BanoafaLalbano,আমরা ছাত্রশিবির এর প্রতি খুবই পজেটিভ এখন আর খুনি হাসিনার প্রোপাগাণ্ডা নেই,1
@freelancme,",ছাত্রশীবির এক অনন্য আদর্শ রাখবে সকল ছাত্র সংঘঠন এর জন্য।",1
@nazmulhasan8721,"যারা পরিচয় না জেনে আপনাদের সমর্থন দিয়ে সরকার পতন ঘটাতে পারেন সেই তাঁরাই আবার পরিচয় জানার পর আপনাদের কোথায় গিয়ে নামাবে একটু ভাবুন , মানুষকে বোকা বানিয়ে সরকারে আসা যায় কিন্তু বেশিদিন টিকে থাকা যায় না",0
@Saifullah-ie7zl,"লিখে রাখেন-- এই বাংলাদেশে যেই দলই হোক,ছাত্র রাজনীতি থাকবে আর রুম দখল,মিছিল-মিটিং এ মারামারি,তুচ্ছ কারণে পরীক্ষা পেছানো,ক্ষমতাসীনদের দাপট,গ্রামের কলেজগুলোতে পর্যন্ত  ছাত্রনেতা নামে প্রভাব খাটানো,চাঁদাবাজি,বিপক্ষ দলের ছাত্রকে মেরে তক্তা বানানো/মেরেই ফেলা -- হবেনা এটা কোনদিনও সম্ভব না!!-- আপনার মত দিবাস্বপ্ন অনেকেই দেখায়ছে কচুটা হইছে!!<br>ক্যাম্পাসে শুধু ছাত্র সংসদ থাকবে বাকি দল নিষিদ্ধ চাই--পাশ করে আপনি যেই দল ইচ্ছা করেন আপনাকে মানা করছে কে?!৪/৫ বছর নিরবিচ্ছিন্ন পড়তে দেন সবাইকে।<br>আপনি তো মুনাফিক,কয়দিন আগে আমাদের সাথে তাল মিলায়ে বলছেন কোন ছাত্র রাজনীতি থাকবে না,এখন পুরাই ৩৬০&#39; তে পল্টি দিলেন!!!??",0
@KHBachuKhan,Alhamdulila,1
@jahurulislam9087,গনতান্ত্রের জন্য যুদ্ধ করায় বাংলাদেশ ইসলামী ছাত্রশিবিরের সভাপতিকে আন্তরিক ধন্যবাদ ও অভিনন্দন।,1
@babumia3267,আলহামদুলিল্লাহ ❤❤❤,1
@foysalaronno2179,This is chattro shibir ...goto 15 years e hasina domay rakhte pare ni,1
@Rafti337,ছদ্মবেশ ধারন করে আন্দোলন করেছিল!,1
@MasumMasum-nn3xg,একমাত্র কোন দল যদি প্রকৃতপক্ষে বাংলাদেশকে ভালবাসে সে হলো ছাত্রশিবির,1
@SakibChowdhury-eh6bj,নারায়ে তাকবীর,1
@yeasinarfat123-b2j,❤❤❤❤ সাংবাদিক ভাইয়ের জন্য ভালোবাসা 🤎🤎🤎🤎,1
@iqbalhasan123,ছাত্রশিবির মানেই কলিজা,1
@muzahid9027,"BAL ফালাইন্না শিবির <a href=""UCkszU2WH9gy1mb0dV-11UJg/hcIfY57lBJXp6AKBx4CoCA""></a>",0
@HappyAnt-vl4re,ইসলামি ছাত্র শিবির জিন্দাবাদ,1
@ahmedmusa2716,মা শা আল্লাহ। আল্লাহ নেক হায়াত দান করুক।,1
@imranSikder-j5y,মাশাল্লাহ,1
@ObayedHasan-y1l,যারা বলেন জামায়াত ও ছাত্রশিবির সরকার হঠাতে কি পদক্ষেপ নিয়েছে তাদের জন্য ভিডিও টি ❤❤,1
@mmhasan3089,ছাত্রশিবির শ্রেষ্ঠ ছাত্রসংগঠন,1
@tamjidmamun2620,ধন্যবাদ এটিএন কে,1
@ArifulIslam-rr4dz,৯০%ঘরে জামাত   আছে,0
@nativepearl3302,গত ১৫ বছরের মধ্যে ১০ বছর লুকিয়ে ছিল শিবির। আর এখন আসছে ক্রেডিট নিতে।,0
@sezanmahmud6283,Alhamdulillah,1
@AbdulRobe-k5d,জামায়াত শিবির বাংলাদেশ জিন্দাবাদ 👍👈,1
@AbdurAlamin,Akhon onek new neta gojaise😂,0
@MdJahed-kw8no,Mashallah,1
@techuptake5700,এই কামটা যে শিবির করেছে এটা আমি আগেও আনুমান করেছি,1
@pankajseb,"১৬বছরে,জত,কুন,হয়েছে, ৫০দিনে,,তারছে,হিন্দুদের ঘরে ঘরে, মন্দিরে হামলা,, হয়ছে",0
@Srm0717d,শুধু রগকাটার সাংস্কৃতি ফিরিয়ে আনতে হবে।। ৩ হাজার টন পদ্মার ইলিশের শুভেচ্ছা।,0
@FujayelAyaz,"শিবিরের অপর নাম,আদর্শের সংগ্রাম।✊",1
@dr.md.maidulislammasum8610,"মাশাল্লাহ, আলহামদুলিল্লাহ",1
@merajmeraj6877,আলহামদুলিল্লাহ,1
@HumayunKabir-m3c,"আলহামদুলিল্লাহ,, সারা দেশে,, প্রতিটি ডিপার্টমেন্টে জামায়াতের লোক চাই",1
@ahsanulhaque3505,আলহামদুলিল্লাহ,1
@saifulislamsaif5626,ভালোবাসা অবিরাম,1
@anuartech6937,"আলহামদুলিল্লাহ, এগিয়ে যাও বাংলার  ছাএ শিবির।",1
@imroulhasan3654,শিবির কি বাংলাদেশের আসল স্বাধীননতাকে মনে প্রানে মেনে নিতে পেরেছে? জাতি জানতে চায়,2
@AbdulAziz-tf5nd,"৫৩ বছরে  অনেক, অনেকে  দেখলাম। জাতীরজনক,সাধীনতার  ঘোষক, পল্লী বন্ধু,  আওয়ামী,বিএনপি  জা পা।দেখা বাকি রাজাকার?  জামাত। এবার দেখা যাক তাদের",2
@abdussakur9423,আলহামদুলিল্লাহ,1
@anjilaboishakhi9831,Alhamduillah ❤❤❤,1
@uzzalsheikh8424,হাসু আপায় ঠিকই বলেছেন সব কিছুতেই জামাত ছিলো,1
@aliapa9857,শিবির করতে বুকের বল লাগে,1
@imroulhasan3654,শিবির কি বাংলাদেশের স্বাধীননতাকে মনে প্রানে মেনে নিতে পেরছে? জাতি জানতে চায়,2
@kicukotha,"আলহামদুলিল্লাহ, অসাধারণ একটা সংগঠন",1
@upanandaghosh586,"শেখহাসিনা ঠিকই কথায় কথায় তাদের দোষ দিতো, তারা যে জামাত বি এন পি নামের সাধারণ শিক্ষার্থী ছিল।😅",1
@Sumon2140-o9p,এই খানকির পোলা আবার কোথায় থেকে এলো। সালার কৈথেকা কি হয়। আসলে এটা আজব দেশ বিচিত্র মানুষ,0
@kohinurbegum4991,আচ্ছা ঠিক আছে এখন তো ফ্যাসিবাদ থেকে ভয়ঙ্কর হলো দেশের পরিস্থিতি কেনো মাজার ভাঙ্গা হলো,0
@mdanisanis9716,শিবিরকে দন্যবাদ,1
@mojibur-x7t,শয়তান দেখা যায় না তদ্রুপ শিবির ও দেখা যায় না কারণ এরা একে অপরের ভাই,0
@mdrasel-ww6kp,শিবির সেরা সংগঠন ❤❤❤,1
@ashikurrahman6108,শিবির,2
@gaanbangla5885,Alhamdulillah ❤❤❤,1
@IELTSImportent,এখানে আমরা সবাই শিবির ❤,1
@MDAmanullah-xl1ww,যখন কাওমী মাদ্রাসা গুলোতে আমাদের কে জামায়াতে ইসলামী দলের উপর বিদ্বেষী শিক্ষা দিতে তখন মনে মনে ভাবতাম জামায়াতে ইসলামী কত ভয়ংকর যখন তাদের সাথে মিশে দেখলাম আমার মনে হয় তারা সেরা,1
@mdshahidulislam-us6do,"শিবির কত আতঙ্কের, তা সবাই ভালো জানে।<br>তাদের যা নেই, সংবাদমাধ্যম তার চেয়ে বেশী তেলসেমামি করে।",0
@rsrobiul1367,প্রিয় ভাই,1
@shrabon019,পরিচয় দেওয়ার সময় নেই।<br>হাসিনাকে জিগা সাদিক কিডা।,1
@RakibulIslam-k8f,Shibir 🤍,1
@eyanasworld9420,ও আগে ছাত্র ছিল। তারপর তাকে টাকা দিয়ে শিবির বানানো হলো। কেড়িড় নিতে। তাহলে তার শিবিরের সাথে ছবি চাই।,0
@mdalmominsarker672,আলহামদুলিল্লাহ,1
@saifulislam4981,"হাসনাত,মাহফুজ আলম ও শিবির মনে হয়  সময়ই বলে দিবে",2
@mazaharislam8480,রাজনীতি মানেই সত্যকে মিথ্যা আর মিথ্যাকে সত্য বানানোর মঞ্চ।,0
@IslamulHoque-s8i,আমি ছাত্র লীগের দায়িত্ব প্রাপ্ত পদে ছিলাম আর শিবিরের  সাথে চলাফেরা না করার কারনে ভুল ধারনা ছিলো মাঝে কিছুদিন আমার এক খালাতো ভাই শিবির করে তার ব্যবহারে আমি  মুগ্ধ হই এবং আজ থেকে শিবিরের সমর্থক হয়ে গেলাম❤❤,1
@ভালোবাসিগ্রামবাংলাগ্রাম,আমি একজন শিবির কর্মী আলহামদুলিল্লাহ সর্বোচ্চ চেষ্টা করে গেছি কিন্তু সফলতা দেওয়ার মালিক একমাত্র আল্লাহ তায়ালা তাই লক্ষ কোটি শুকরিয়া সে আল্লাহ তাআলার দরবারে যিনি আমাদেরকে এরকম ফ্যাসিজ থেকে মুক্ত করেছে আলহামদুলিল্লাহ,1
@mdkhurshedulalom5950,বাংলাদেশ জামায়াতে ইসলামী ও ইসলামী ছাত্রশিবির জিন্দাবাদ,1
@asadulalam8483,ALHAMDULILLAH,1
@amirtitu,"বাংলাদেশের একমাত্র ক্যাডার ভিত্তিক সংগঠন <br>বাংলাদেশ ইসলামী ছাত্রশিবির <br>১,সমর্থক <br>২, কর্মী <br>৩,সাথী  <br>৪,সদস্য <br>ছাত্রশিবির করতে গেলে একজন মেধাবী ছাত্র হওয়ার পাশাপাশি তাকে কোরআন হাদিসের সর্বোচ্চ জ্ঞান থাকতে হবে। মান উন্নয়ন ছাড়া ছাত্র শিবিরের  একজন কর্মীও হওয়া যায় না।",1
@fariduddin1946,thanks,1
@md.ershadulbari8011,এখন থেকে অনেক গল্প শুনতেশুনতে পারবো।,1
@nigaakter7651,আওয়ামী ফ্যাসিবাদকে ইসলামি ফ্যাসিবাদ পড়লেন কেনো?,0
@HanifSarkar-s4s,এই আন্দোলনে ছাত্র শিবিরের অনেক অবদান রয়েছে অস্বীকার করা যাবে না,1
@FarukMd-p5s,ছাত্রশিবির জিন্দাবাদ,1
@abdulllahalalif2438,বাংলাদেশ ইসলামী ছাত্রশিবির জিন্দাবাদ,1
@KamalKamal-fr4px,Many many thanks for you......,1
@mdsaddamhossin6859,আলহামদুলিল্লাহ।<br>শুভ কামনা রইলো,1
@ruman-ul6nf,মাশাআল্লাহ ছাত্রশিবির জিন্দাবাদ,1
@bideshersad3027,এত বড় আন্দোলনে তাদের ভুমিকা ছিল অত্যান্ত নিখুত এটা ছিল আমাদের ধারনা মাত্র এখন আমাদের ধারনাই আস্তে আস্তে প্রকাশ পাচ্ছে  আলহামদুলিল্লাহ  লাভ ইউ শিবির❤,1
@Bangladeshtrainbyasadull-np5zq,আমার খুব কাছ থেকে দেখা ছাত্র শিবির একটি আদর্শ সংগঠক,1
@আমিগ্রামবাংলারমানুষ,জামায়েত ইসলাম জিন্দাবাদ,1
@mdmonirkhan1894,❤❤❤ ছাত্র শিবির,1
@ashrafulalam5825,শিবিরের মহরা শুরু হলো কি ভাবে । এটা খারাপ লক্ষন ।,0
@SheikhFarid-f6x,"ছাত্র শিবির ছাড়া, আমি কে তুমি কে রাজাকার এ শ্লোগান কে দিবে। হে আল্লাহ তাদেরকে হেদায়েত দাও তা নাহলে শিবির জামাত কে ধ্বংস করে দাও",0
@kaiserhamid681,মাশাআল্লাহ,1
@md.asaduzzaman9828,ছাত্র শিবিরের লক্ষ ও উদ্দেশ্য হচ্ছে &quot;আল্লাহ প্রদত্ত রাসূল সাল্লাল্লাহু আলাইহি ওয়াসাল্লাম প্রদর্শিত বিধান (অর্থাৎ জীবন বিধান আল-কোরআন ও আসসুন্নাহ) অনুযায়ী মানুষের সার্বিক জীবনের পুনর্বিন্যাস সাধন করে আল্লাহর ❤ সন্তুষ্টি অর্জন।&quot;,1
@sharminjahan3005,এজন্যই তো বলি ঢাকা ভাসরসিটিতে শুধু কাওয়ালী সন্ধা কনো?,2
@momintex9420,Congratulations ❤,1
@dark40r49,ইসলামি ফেসিবাদ বলতে কি বোঝাতে চাচ্ছেন 😡। খবর পড়ার সময় মন কোথায় থাকে নকি ইচ্ছাকৃত ভুল,1
@badshamedia6478,Hasina afa agei koicilo ai sob jamat shibir kortese apnara kew blv krannai akon afar ktha sotik prove paisen sobai,0
@hmdjunaid2525,আমার বিনম্র শ্রদ্ধা ও<br>ভালোবাসা রহিলো<br>এবং শুভ কামনা রহিলো <br>ভাইয়ের জন্য ❤❤,1
@MdBablu-l6i,"এরা,আগামী বাংলার বোবিসত",1
@MdbappiBay,জামায়াত ইসলাম জিন্দাবাদ। ইসলামের জয় হবেই ইনশাআল্লাহ,1
@MDjibonislam-w4c,আলহামদুলিল্লাহ্ আলহামদুলিল্লাহ্ আলহামদুলিল্লাহ্।,1
@MehediHasan55,হাসিনা ঠিকই বলেছিলেন <br>যে শিবির এর আন্দোলন,0
@sufmissionimpossible3177,একেই বলে শিবির এরা কতো গভিরে চিন্তা নিয়ে চলে বুঝতে পারছেন।শিবির হওয়াএতো সোজা না।আওয়ামিলীগ বিনপি এদের মতো হতে পারবে না।,1
@fuadhoshain-8154,ছাত্র হিসেবে সে আন্দোলন করেছে   শিবির কর্মী হিসেবে নয়,0
@sharlinmouri,পাকিস্তানের বীজ।,0
@mdsaruarhossain7432,ওরাই তো দেশের সম্পদ ❤,1
@nizamuddin538,"আলহামদুলিল্লাহ,চুম্মা আলহামদুলিল্লাহ ❤️ আরশের মালিক তোমাকে উত্তম নেক হায়াতে বারাকাহ দান করুন 🤲🏻 প্রিয় ভাই আমার।",1
@abuhanif-oz8ek,মাশাআল্লাহ ভালো,1
@sohagkhan6182,Bangladesh akon fak istan 😂,0
@parvejhasan3520,"এদেশের ছাত্রজনতার প্রকৃত শক্তি ইসলামী ছাত্র শিবির, আলহামদুলিল্লাহ",1
@sharlinmouri,রগকাটা শিবির,0
@স্বদেশটিভিবিডি.কম,"এতদিন যাকে ডিপার্ট্মেন্টের টপার, জুলাই বিপ্লবের অন্যতম সমন্বয়ক এবং নয় দফার রচিয়তা হিসেবে জানতাম— অনলাইনে স্ক্রল করা মাত্রই দেখি সে সাদিক ভাই নাকি ঢাবি শিবিরের সভাপতি।",0
@HAYATURRAHMANHAYT,লাল সালাম আমার শিবির নেতা কর্মীদের ❤❤❤❤ কিয়া বাত! অছম। <br>ইছিলিয়ে আপকা বার ইসলামী দলের সরকার।,1
@mdmusarrofhosaenfuad964,ছাত্রশিবির জিন্দাবাদ,1
@MohinUddin-b1n,মাশাল্লাহ,1
@MdAlom-ts8jc,সাদেক কাইয়ুম জিন্দাবাদ।,1
@ChyMijid,অভিনন্দন ভাই কে,1
@mdrejanahmed5996,"ইনশাআল্লাহ বাংলাদেশের বুক থেকে কোন দিন জামাত শিবির এর নাম মুছে যাবে না,,,,,কারন আমাদের আছে আল্লাহর  প্রতি অনুগত্য এবং ভালোবাসা,,,",1
